TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID
1522,230681.134,454973.856,0.871,22.2,0.279,4.8,5.7,5.5,18.1,104.5,7829
1523,230733.606,454986.417,0.904,21.4,0.419,6.3,6.2,6.7,31.3,242.7,7994
1524,230682.675,454997.872,0.867,9.1,0.199,5.9,6.8,5.8,27.2,79.9,7983
1525,230733.972,455082.122,0.346,3.1,0.103,2.6,3.0,3.5,5.3,7.0,8081
1526,230718.317,455011.570,0.844,21.9,0.604,7.4,6.7,8.2,43.3,300.2,8052
1527,230713.232,455018.924,0.850,22.8,0.596,9.6,9.6,9.9,72.2,791.6,7990
1528,230709.343,455031.112,0.378,9.2,0.375,6.4,7.3,6.9,32.5,65.8,8142
1529,230742.162,454940.213,0.865,18.4,0.336,4.3,4.4,4.5,14.8,90.2,7812
1530,230683.925,454958.716,0.847,20.3,0.463,6.6,6.5,7.7,34.7,245.6,7767
1531,230689.122,454914.983,1.246,3.7,0.112,2.2,2.9,2.6,3.9,4.5,7972
1532,230680.127,454934.732,1.208,5.7,0.426,2.0,2.0,2.2,3.1,7.8,7943
1533,230708.750,455024.626,1.052,8.1,0.258,2.7,2.4,3.1,5.6,21.6,8037
1534,230736.060,455027.358,0.837,18.2,0.498,8.8,8.6,9.5,61.2,357.4,8012
1535,230704.102,455045.797,0.869,18.8,0.355,5.5,5.6,6.3,23.7,156.8,8146
1536,230688.772,455059.498,0.795,22.2,0.509,6.2,5.6,7.0,29.7,190.8,8139
1537,230734.336,455008.764,0.875,25.7,0.763,9.1,11.2,8.0,65.5,597.5,8007
1538,230720.966,455050.409,0.850,18.1,0.365,6.2,6.9,6.7,30.5,201.8,8150
1539,230733.106,454991.840,0.858,20.8,0.437,6.9,6.7,6.7,37.5,294.7,7996
1540,230689.375,454930.445,0.845,22.4,0.512,7.5,8.4,7.2,44.5,391.7,7783
1541,230701.697,455042.125,0.932,3.2,1.136,2.2,2.8,2.4,3.9,7.2,7976
1542,230742.749,454987.074,0.864,27.1,0.681,6.8,6.6,8.0,36.7,340.3,7980
1543,230733.352,455062.217,0.856,23.8,0.552,6.9,6.9,8.0,37.8,320.7,8041
1544,230713.171,454988.875,0.841,21.6,0.601,8.6,8.6,9.1,58.3,550.8,8023
1545,230665.253,454992.949,0.851,20.1,0.434,7.6,10.9,6.7,45.3,334.8,8153
1546,230727.913,455005.256,0.409,8.3,0.132,6.1,7.6,7.6,29.3,111.7,8195
1547,230724.456,455062.045,0.845,18.5,0.432,7.0,7.1,7.4,39.0,277.8,8016
1548,230698.089,455002.197,0.802,6.8,0.143,3.9,4.1,4.3,12.2,47.1,8167
1549,230742.505,455013.353,0.837,23.9,0.695,8.2,7.7,8.6,52.7,398.8,8011
1550,230689.390,454973.114,0.858,16.1,0.240,3.4,3.2,3.7,9.0,61.1,7837
1551,230725.412,454992.767,0.843,19.1,0.556,8.6,9.7,9.1,58.3,376.5,8044
1552,230673.451,455037.694,0.369,13.3,0.352,6.0,7.4,7.0,28.5,108.2,7981
1553,230719.745,455055.823,0.839,26.7,0.548,6.6,6.2,7.4,34.1,286.1,8079
1554,230715.437,455063.127,0.882,22.6,0.492,7.5,7.7,7.6,44.6,337.8,8059
1555,230705.523,455029.908,0.839,11.7,0.101,2.7,2.6,3.0,5.6,26.7,8227
1556,230694.638,455060.417,0.887,9.2,0.138,3.9,4.1,4.2,11.8,45.2,8219
1557,230722.533,454996.822,0.833,22.6,0.605,8.4,8.5,9.1,55.3,359.7,8039
1558,230707.074,455022.904,1.218,8.1,0.117,2.6,2.0,3.5,5.3,21.5,8255
1559,230718.096,455053.532,0.787,14.2,0.432,4.9,5.6,5.6,19.1,74.8,8036
1560,230679.306,454945.832,0.853,20.3,0.442,6.4,6.3,7.8,32.7,272.2,7911
1561,230703.207,455075.325,0.838,21.2,0.457,5.7,5.9,6.1,25.9,174.5,8046
1562,230697.202,455013.782,0.783,3.3,0.809,1.9,2.0,2.6,2.7,3.8,8019
1563,230733.106,455018.968,0.850,21.0,0.512,9.0,8.4,10.4,62.9,435.9,8080
1564,230724.398,455043.536,0.864,3.5,0.913,2.5,2.4,3.1,5.1,8.7,8091
1565,230693.680,455054.577,0.868,15.1,0.357,5.4,5.5,5.3,22.5,143.8,8385
1566,230708.775,455028.061,0.850,13.6,0.214,2.8,2.6,3.3,6.1,38.9,8232
1567,230722.215,455076.439,0.862,19.5,0.437,6.0,5.6,7.9,28.1,176.3,8122
1568,230690.538,455058.305,1.029,10.5,0.110,5.2,4.8,6.3,21.1,122.6,8256
1569,230731.204,455042.165,0.863,20.8,0.546,7.6,8.0,7.4,45.3,333.0,8097
1570,230712.642,455011.779,0.853,20.3,0.563,8.8,8.0,9.6,60.7,532.0,8027
1571,230703.710,455059.572,0.860,20.3,0.375,5.0,4.8,5.7,19.9,128.6,8067
1572,230693.066,455046.720,0.931,17.8,0.600,6.4,5.2,7.6,31.7,230.1,8030
1573,230700.416,455086.067,0.861,9.2,0.566,4.7,6.3,4.3,17.3,19.7,8092
1574,230701.426,455047.235,0.863,19.7,0.453,5.3,5.0,5.8,22.2,160.1,8104
1575,230702.014,455014.032,1.232,9.1,0.054,4.0,4.8,4.2,12.8,54.0,8386
1576,230679.519,454998.635,0.347,3.8,0.098,2.2,2.0,2.8,3.6,6.7,8339
1577,230704.024,455033.701,1.101,12.2,0.114,5.2,5.8,5.8,21.4,125.1,8145
1578,230698.312,455034.828,1.332,16.9,0.341,6.3,6.4,6.5,31.2,246.5,8270
1579,230718.490,455037.011,0.868,16.2,0.480,8.5,7.4,9.8,56.7,361.8,8124
1580,230725.065,455052.695,0.846,22.6,0.627,8.4,8.1,9.3,55.8,464.0,8053
1581,230739.256,455034.929,0.852,21.7,0.566,7.2,7.5,7.4,40.2,346.7,8071
1582,230734.320,455005.225,0.864,23.0,0.641,7.0,7.1,7.8,38.6,272.2,8032
1583,230740.221,455044.904,0.861,19.7,0.453,6.2,5.8,7.0,30.5,242.1,8099
1584,230705.793,455023.834,0.832,12.2,0.330,3.2,3.3,3.7,8.1,49.2,8135
1585,230689.490,455000.440,0.875,11.1,0.241,4.7,4.7,5.3,17.5,90.5,8426
1586,230710.193,455058.551,0.839,22.1,0.703,7.1,7.2,7.5,39.8,292.6,8378
1587,230733.829,454997.062,0.854,14.3,0.232,4.4,3.8,5.1,15.2,58.1,8160
1588,230665.171,454999.868,1.020,23.3,0.694,10.5,10.8,12.2,86.8,644.3,8374
1589,230698.752,455012.603,0.397,4.6,0.149,2.2,2.5,2.5,3.9,9.6,8231
1590,230691.484,455059.845,0.800,18.6,0.513,6.4,5.6,7.7,32.4,207.6,8065
1591,230727.483,455014.749,0.869,22.7,0.544,7.9,7.3,9.5,49.0,336.9,8072
1592,230740.682,455085.707,0.852,21.5,0.488,7.3,7.1,8.2,42.1,323.6,8078
1593,230724.836,455081.575,0.856,13.2,0.330,5.5,5.4,6.1,23.9,126.7,8127
1594,230697.530,455008.087,0.881,7.1,0.149,3.8,3.6,4.7,11.4,38.5,8182
1595,230694.913,455009.625,1.048,10.7,0.109,3.4,2.8,4.3,9.1,29.4,8449
1596,230724.727,455073.956,0.856,20.4,0.447,7.7,7.8,8.3,46.3,359.5,8409
1597,230680.851,455056.416,0.851,15.7,0.360,5.3,5.0,5.8,22.0,145.0,8161
1598,230677.588,455055.300,0.848,14.3,0.334,4.1,4.3,4.5,13.1,84.4,8416
1599,230693.725,455010.404,0.812,10.3,0.238,3.1,3.6,2.8,7.7,22.9,8278
1600,230715.964,455083.003,0.873,17.2,0.420,6.7,8.7,6.8,35.2,157.3,8107
1601,230728.685,455085.884,1.285,3.7,0.499,1.8,2.1,1.4,2.5,7.1,8261
1602,230735.391,455064.453,0.876,15.7,0.253,4.3,4.8,4.3,14.3,95.9,8136
1603,230693.397,455006.725,0.860,12.5,0.306,3.8,3.6,4.0,11.1,58.1,8424
1604,230687.506,455061.159,0.853,8.7,0.188,2.8,2.7,3.2,6.0,18.4,8210
1605,230670.614,455000.688,0.791,11.9,0.256,4.8,5.1,4.9,18.3,128.0,8465
1606,230671.794,454995.150,0.366,4.9,0.115,9.0,9.9,8.1,63.3,71.8,8443
1607,230709.969,455027.199,0.866,9.8,0.137,2.5,2.3,3.3,4.7,25.0,8262
1608,230698.828,455014.902,0.839,7.9,0.129,3.2,3.7,3.3,7.9,26.4,8438
1609,230701.588,455018.874,1.218,9.1,0.342,3.8,3.2,5.4,11.1,40.4,8287
1610,230706.467,455061.397,0.869,18.9,0.390,4.6,4.7,4.9,16.8,89.6,8129
1611,230697.594,455037.555,0.842,9.2,0.177,2.8,2.6,3.0,6.0,28.1,8434
1612,230707.964,455027.370,0.835,13.9,0.233,3.0,3.0,3.3,7.2,50.5,8165
1613,230702.257,455017.699,0.856,7.4,0.149,4.9,5.4,5.8,19.2,49.4,8435
1614,230736.896,454997.030,0.838,13.1,0.311,5.8,6.1,6.7,26.7,170.0,8388
1615,230697.479,455035.783,0.827,7.7,0.123,2.0,2.2,2.2,3.2,12.9,8489
1616,230693.032,455056.938,0.648,5.4,1.222,3.7,4.6,4.2,10.7,32.2,8481
1617,230678.809,454996.508,0.433,3.7,0.078,1.9,2.0,2.3,2.8,4.9,8279
1618,230694.982,455058.893,0.466,4.6,0.114,1.8,2.5,1.6,2.6,5.4,8547
1619,230706.971,455028.498,0.870,7.4,0.098,2.4,2.2,2.9,4.4,13.6,8300
1620,230705.674,455028.041,0.833,13.2,0.314,3.8,3.1,4.0,11.2,60.2,8162
1621,230705.832,455031.347,0.829,11.2,0.195,3.0,2.8,3.6,7.0,44.0,8436
1622,230692.687,455038.000,0.879,13.3,0.291,4.4,5.0,4.4,15.5,88.3,8186
1623,230701.097,455034.749,0.827,6.6,0.082,2.4,2.1,3.1,4.5,13.5,8452
1624,230704.635,455028.314,0.821,13.3,0.169,3.1,2.8,3.5,7.3,40.3,8422
1625,230671.578,455033.831,1.146,3.5,0.971,1.5,1.4,1.8,1.8,2.6,8520
1626,230706.793,455009.082,0.700,7.6,0.123,2.6,3.0,2.8,5.5,20.1,8482
1627,230670.016,455032.271,0.449,3.6,1.315,2.8,3.3,3.1,6.0,9.3,8284
1628,230737.079,455116.733,0.904,21.6,0.593,8.3,7.6,9.1,53.6,353.9,8604
1629,230689.974,455059.727,1.248,3.9,0.550,1.2,1.1,1.5,1.0,2.2,8301
1630,230705.122,455023.383,0.854,11.9,0.180,3.5,4.7,3.1,9.7,46.0,8191
1631,230704.479,455008.302,0.848,7.3,0.298,4.5,4.9,5.8,16.2,47.8,8536
1632,230704.515,455029.370,0.832,11.3,0.138,2.3,2.5,2.2,4.1,15.4,8268
1633,230706.928,455032.341,0.850,9.5,0.105,2.3,2.5,2.6,4.2,16.9,8488
1634,230700.786,455015.044,0.842,10.6,0.196,2.1,2.4,2.0,3.4,18.5,8437
1635,230699.674,455033.747,1.180,4.7,0.528,2.0,2.4,2.2,3.0,4.9,8521
1636,230694.857,455065.868,0.882,20.7,0.491,6.1,6.0,7.2,29.7,182.5,8498
1637,230733.227,455079.535,0.964,3.8,0.657,3.0,3.5,3.2,6.9,11.9,8299
1638,230706.077,455090.741,0.857,24.2,0.568,6.6,6.8,6.7,34.3,260.0,8627
1639,230742.965,455053.405,1.032,3.8,1.189,4.0,4.4,4.2,12.4,21.1,8387
1640,230700.308,455016.109,0.839,10.2,0.149,2.9,3.9,3.0,6.8,32.8,8273
1641,230691.879,455056.492,1.024,7.2,1.344,3.0,2.2,4.1,6.9,29.1,8560
1642,230724.600,455006.284,0.862,19.9,0.443,6.7,6.9,6.7,35.0,219.8,8405
1643,230712.522,455073.714,0.906,20.6,0.454,7.1,7.5,7.7,39.9,273.2,8501
1644,230694.625,455010.516,1.033,8.3,0.098,2.5,3.0,2.2,4.8,14.2,8546
1645,230705.202,455007.261,0.735,3.8,1.025,4.7,6.0,5.1,17.5,23.5,8531
1646,230687.631,455040.296,0.947,11.5,0.155,3.5,3.2,4.6,9.6,54.5,8508
1647,230699.949,455055.727,0.835,23.6,0.476,7.1,7.2,7.4,39.2,336.8,8384
1648,230701.266,455107.384,0.890,19.8,0.439,6.8,6.5,8.3,36.7,202.9,8672
1649,230699.855,455036.303,0.898,9.3,0.137,2.6,2.2,3.0,5.3,22.5,8425
1650,230691.163,455039.573,0.901,13.1,0.301,4.3,4.2,5.6,14.7,100.8,8411
1651,230692.119,455037.649,1.230,7.0,0.274,2.6,2.4,3.1,5.3,10.4,8563
1652,230698.242,455035.832,0.466,9.9,0.124,2.5,3.0,2.8,4.9,20.1,8484
1653,230704.519,455007.594,0.669,8.6,0.101,4.3,5.1,4.3,14.2,58.9,8529
1654,230690.835,455042.960,1.265,10.1,0.062,5.1,6.1,5.4,20.4,52.9,8559
1655,230669.263,455032.872,1.278,6.5,0.491,1.9,1.9,2.3,2.8,5.4,8565
1656,230721.307,454991.883,1.176,10.1,1.208,6.6,7.1,7.1,34.3,82.2,8537
1657,230693.520,455058.963,0.853,14.0,0.434,5.5,5.3,6.3,23.9,129.8,8399
1658,230741.060,455107.028,0.868,18.7,0.377,5.2,5.3,6.1,21.4,112.4,8806
1659,230708.239,455023.820,0.846,8.6,0.144,2.9,2.6,3.3,6.5,24.4,8442
1660,230692.925,455009.111,0.873,13.9,0.296,4.0,3.8,3.9,12.4,65.9,8418
1661,230690.508,454999.483,0.371,5.7,0.064,1.7,2.5,1.2,2.2,4.5,8574
1662,230710.626,455040.650,0.853,18.8,0.570,6.2,5.5,7.8,30.6,188.1,8495
1663,230681.468,455038.849,1.352,8.7,0.823,2.4,2.4,2.6,4.6,16.2,8573
1664,230704.451,455108.979,0.822,12.8,0.326,5.0,5.6,4.7,19.3,98.4,8582
1665,230680.908,455040.429,1.327,8.9,0.133,3.2,3.1,4.0,8.2,31.6,8571
1666,230705.728,455029.371,1.230,3.9,0.306,1.1,1.4,1.1,0.9,1.6,8561
1667,230694.898,455009.672,0.627,7.7,0.126,2.5,2.5,2.6,4.7,19.1,8423
1668,230732.978,455103.139,0.714,8.1,0.162,4.4,4.1,5.3,15.4,46.1,8874
1669,230670.334,455035.202,0.631,15.4,0.376,5.7,6.3,6.2,25.5,177.4,8462
1670,230711.079,455026.592,0.825,8.6,0.198,2.4,2.4,2.8,4.5,23.7,8421
1671,230737.465,455090.535,0.859,23.2,0.572,9.8,9.3,11.2,75.4,562.2,8596
1672,230705.028,455066.870,0.890,7.9,0.625,2.2,2.2,2.4,3.7,12.5,8496
1673,230691.900,455040.019,1.302,3.3,1.113,1.4,1.1,2.1,1.5,1.7,8575
1674,230720.646,455134.121,0.829,22.5,0.463,9.8,12.3,8.9,75.4,471.9,8653
1675,230726.840,455112.761,0.865,3.2,0.346,1.8,1.5,2.9,2.6,3.4,8664
1676,230703.070,455032.541,1.291,3.6,0.630,1.9,3.1,1.9,3.0,6.1,8570
1677,230682.297,455040.091,0.854,11.0,0.334,6.2,5.8,7.0,30.0,141.3,8468
1678,230825.167,454309.595,0.830,25.1,0.733,9.8,9.6,10.9,75.9,630.2,8914
1679,230683.097,455045.546,0.911,21.1,0.746,8.0,7.3,9.8,50.5,404.7,8523
1680,230699.478,455037.750,0.842,9.3,0.166,2.9,2.9,3.2,6.4,30.0,8447
1681,230707.116,455101.399,0.897,19.9,0.368,9.8,10.3,12.7,75.5,599.1,8654
1682,230688.531,455040.406,1.280,12.6,0.219,4.5,4.3,5.4,15.8,107.9,8504
1683,230726.496,455120.528,0.876,21.3,0.482,7.0,7.2,6.8,38.3,263.7,8648
1684,230732.238,455105.427,0.825,5.1,0.431,3.0,4.1,2.2,7.1,11.6,8789
1685,230742.595,455110.044,0.841,20.4,0.475,6.2,5.8,7.1,30.4,194.8,8670
1686,230705.644,455093.458,0.827,20.6,0.312,4.9,5.0,5.3,18.7,145.6,8642
1687,230703.690,455009.448,0.786,8.2,0.068,5.3,5.6,6.0,22.0,98.6,8522
1688,230765.823,454298.622,0.895,27.1,0.542,7.0,6.5,8.4,38.9,235.0,8915
1689,230709.686,455070.481,0.709,3.1,0.055,1.6,1.6,2.0,2.1,2.5,8540
1690,230712.649,455070.908,0.876,21.1,0.397,4.7,5.0,4.6,17.3,106.3,8545
1691,230728.226,455133.803,0.858,12.2,0.440,8.2,8.4,8.5,52.2,317.1,8684
1692,230670.397,455034.560,0.531,4.9,0.124,1.9,1.9,2.3,2.8,6.8,8562
1693,230741.800,455097.736,0.885,21.5,0.465,6.5,7.0,6.8,33.0,234.3,8667
1694,230715.810,455096.974,0.851,19.4,0.392,4.2,4.3,4.1,13.7,81.8,8812
1695,230725.849,455119.298,0.861,3.5,0.360,1.0,1.0,0.9,0.7,1.5,8699
1696,230734.530,455103.778,0.831,4.8,0.517,2.2,2.7,1.9,3.7,7.0,8854
1697,230667.845,455034.726,1.129,9.9,0.528,3.2,2.7,4.1,7.9,24.3,8551
1698,230816.134,454366.611,0.892,27.4,0.572,8.7,7.9,10.7,59.5,535.7,8933
1699,230693.552,455040.887,0.424,11.5,0.156,3.2,3.3,4.0,7.9,43.7,8558
1700,230673.874,454997.826,0.322,5.4,0.120,8.4,12.9,9.4,55.8,115.7,8564
1701,230731.379,455103.349,0.792,16.2,0.738,6.4,7.1,6.3,32.6,192.3,8880
1702,230703.305,455033.441,1.336,4.3,0.758,1.5,1.9,1.2,1.7,2.6,8572
1703,230712.603,455089.571,0.838,13.6,0.255,6.3,6.7,7.9,30.9,77.1,8687
1704,230725.253,455116.044,0.852,3.5,0.571,2.7,2.7,2.7,5.9,10.7,8822
1705,230739.025,455103.817,0.886,20.8,0.408,5.3,4.5,6.4,22.1,120.3,8840
1706,230835.234,454300.295,0.846,24.9,0.787,10.7,10.3,11.8,90.5,861.2,8920
1707,230705.517,455026.583,0.412,9.2,0.152,2.2,2.3,2.2,3.9,12.0,8567
1708,230786.734,454361.278,0.843,24.7,0.690,10.6,9.3,12.0,88.1,801.6,8945
1709,230690.591,455006.257,1.318,14.0,0.266,6.8,4.9,9.6,36.0,229.8,8568
1710,230700.470,455005.376,1.214,8.6,0.320,5.5,5.2,7.4,23.9,81.9,8566
1711,230751.115,454362.998,0.847,25.0,0.603,7.9,7.8,8.6,49.2,352.5,8910
1712,230709.768,455115.038,0.974,4.1,0.261,6.0,6.3,6.5,28.4,44.5,8618
1713,230728.506,455102.762,0.912,25.8,0.621,8.4,7.5,10.2,55.4,479.7,8833
1714,230768.693,454309.232,0.839,13.2,0.797,6.0,6.8,5.9,28.2,130.4,8907
1715,230835.245,454340.100,0.857,26.5,0.677,8.2,7.7,9.8,52.4,426.3,8922
1716,230844.375,454356.240,0.866,27.4,0.646,8.5,7.9,9.5,56.6,454.1,8931
1717,230696.483,455104.257,0.881,8.9,0.572,2.2,2.1,2.5,3.8,13.7,8579
1718,230776.489,454347.123,0.864,24.0,0.562,8.8,8.6,10.0,61.1,450.5,8980
1719,230732.180,455125.460,0.878,21.2,0.480,7.4,7.3,8.1,43.4,366.9,8640
1720,230724.838,455099.853,0.964,25.3,0.652,9.5,9.2,11.2,70.3,570.0,8577
1721,230784.862,454349.152,0.840,27.3,0.551,7.8,7.3,9.2,47.9,401.2,8964
1722,230710.146,455086.592,0.884,17.3,0.387,5.1,5.3,5.0,20.7,106.3,8643
1723,230803.740,454361.631,0.323,13.1,0.074,5.6,5.1,7.7,24.7,64.2,8898
1724,230766.146,454346.673,0.847,27.5,0.632,6.9,6.6,8.2,37.9,342.7,8930
1725,230749.609,454345.726,0.858,24.0,0.499,7.3,7.1,8.3,42.2,304.8,8923
1726,230831.482,454319.648,0.852,24.5,0.652,9.2,8.3,10.2,66.3,408.1,8937
1727,230716.259,455093.461,0.840,19.0,0.463,7.1,5.7,9.1,40.0,186.0,8600
1728,230818.812,454348.650,0.854,28.2,0.533,7.8,7.3,8.5,47.5,284.7,8990
1729,230721.284,455122.093,0.848,10.9,0.302,5.6,5.9,6.4,25.0,134.9,8671
1730,230700.444,455086.276,0.849,24.6,0.292,7.3,6.9,8.0,41.6,314.1,8587
1731,230809.584,454326.618,0.866,24.7,0.434,6.6,6.1,7.3,34.4,237.6,8970
1732,230733.842,455108.097,0.993,6.6,0.148,4.3,4.7,5.1,14.5,47.9,8775
1733,230830.317,454341.495,0.829,19.3,0.654,4.7,4.0,6.2,17.1,64.8,8908
1734,230808.525,454325.443,0.948,27.6,0.577,8.6,9.4,8.7,58.4,513.1,8935
1735,230806.781,454366.225,0.908,24.2,0.576,8.8,8.1,9.7,60.2,448.9,8936
1736,230810.804,454294.872,0.912,27.3,0.707,9.3,8.8,10.1,68.6,545.8,8941
1737,230727.562,455135.778,0.853,13.8,0.452,5.6,5.4,6.0,24.5,151.4,8832
1738,230748.216,454369.935,0.833,25.3,0.541,8.0,8.1,7.8,50.4,344.9,9008
1739,230725.117,455109.784,0.912,3.9,0.325,1.8,2.2,2.0,2.7,4.0,8715
1740,230735.016,455105.254,0.619,3.1,0.341,1.9,2.1,2.3,2.9,3.3,8731
1741,230818.585,454318.156,0.855,21.0,0.567,9.5,8.9,9.9,70.2,636.8,8973
1742,230837.904,454335.453,0.840,26.5,0.724,9.2,9.0,10.2,66.9,729.7,8912
1743,230771.246,454336.744,0.856,22.9,0.450,7.9,8.2,8.6,48.9,402.9,8917
1744,230798.509,454340.743,0.833,27.6,0.567,8.4,9.0,8.7,55.4,417.9,8960
1745,230829.633,454360.020,0.854,27.4,0.537,7.5,6.7,8.3,43.9,316.6,8943
1746,230747.107,454352.415,0.879,23.0,0.537,8.1,7.0,9.0,51.0,356.6,8952
1747,230714.568,455100.649,0.893,21.0,0.407,5.8,6.5,5.0,26.0,136.1,8837
1748,230751.119,454317.046,0.844,23.5,0.510,7.3,7.5,8.3,41.8,351.2,9012
1749,230733.516,455103.676,0.709,14.6,0.120,7.8,8.2,8.9,48.2,265.6,8799
1750,230727.354,455128.051,0.898,19.9,0.434,5.8,6.2,5.9,26.8,182.2,8811
1751,230828.316,454295.900,0.851,22.6,0.626,8.3,7.9,9.1,54.7,413.9,8981
1752,230757.175,454339.448,0.875,25.4,0.597,9.0,8.3,9.7,63.1,467.2,8921
1753,230755.925,454295.945,0.856,23.3,0.675,8.8,9.3,9.4,60.8,477.4,8929
1754,230744.691,454308.106,0.832,23.2,0.576,8.1,8.3,8.9,51.8,445.9,8961
1755,230812.273,454339.679,0.851,27.7,0.603,8.4,7.1,10.0,55.5,548.1,8947
1756,230747.999,454318.826,0.880,27.1,0.624,8.5,8.5,9.3,56.4,441.0,8954
1757,230754.143,454329.892,0.867,26.4,0.738,10.8,9.8,12.7,92.3,830.2,8926
1758,230843.373,454372.916,0.848,24.6,0.532,8.0,9.2,8.4,50.7,395.0,9013
1759,230729.336,455114.458,0.929,3.7,0.291,1.3,1.4,1.4,1.4,2.8,8859
1760,230784.388,454360.280,0.505,13.5,0.194,5.0,6.8,5.2,19.4,46.2,8900
1761,230766.679,454354.878,0.865,25.3,0.500,5.6,4.6,6.7,24.2,182.7,8992
1762,230788.896,454339.215,0.873,27.1,0.693,10.6,10.5,12.0,88.6,772.1,8939
1763,230802.687,454337.985,0.852,22.8,0.607,8.6,8.5,9.4,57.9,458.0,8932
1764,230758.875,454360.394,0.858,26.5,0.572,7.2,6.4,8.1,41.1,363.8,8972
1765,230765.820,454368.639,0.856,24.3,0.557,8.7,8.8,9.6,59.8,358.0,8971
1766,230794.795,454332.856,0.841,22.9,0.501,7.6,7.4,8.4,45.9,355.1,8967
1767,230830.473,454371.929,0.847,24.9,0.569,10.3,11.1,10.7,83.5,671.2,8927
1768,230784.249,454432.976,0.858,26.7,0.762,9.4,8.7,11.3,69.9,537.7,9186
1769,230801.911,454346.975,0.835,26.6,0.594,7.7,8.3,7.3,46.1,382.3,8905
1770,230815.255,454357.339,0.856,27.2,0.566,7.6,6.9,8.4,45.9,355.6,8934
1771,230835.908,454354.362,0.848,23.4,0.392,5.9,5.2,7.3,27.0,187.9,9031
1772,230833.741,454312.061,0.873,21.0,0.586,8.5,8.1,9.4,56.7,394.9,8985
1773,230794.662,454351.226,0.861,22.3,0.569,8.9,9.1,9.7,61.7,445.9,8940
1774,230785.060,454375.489,0.859,28.0,0.603,7.7,6.9,8.6,46.4,425.6,8984
1775,230751.587,454291.588,0.879,23.2,0.514,7.8,8.0,8.5,47.9,367.0,8983
1776,230771.698,454302.075,0.864,27.4,0.626,8.8,7.9,10.1,61.1,501.0,8976
1777,230781.594,454304.233,0.866,28.5,0.697,7.6,7.3,8.5,45.7,413.4,8962
1778,230746.133,454462.732,0.843,5.6,0.722,1.7,1.6,2.2,2.2,4.9,9208
1779,230754.863,454352.510,0.860,23.7,0.487,6.3,5.8,7.1,30.7,211.5,8928
1780,230771.738,454314.689,0.860,25.3,0.600,8.0,7.3,9.3,50.8,479.5,8953
1781,230786.213,454293.693,0.868,18.4,0.423,5.8,6.2,6.7,26.1,143.1,9048
1782,230747.296,454303.360,0.862,23.1,0.560,7.7,7.2,8.2,46.6,298.3,8994
1783,230763.075,454371.304,0.869,25.4,0.458,5.8,5.5,6.0,26.2,149.3,8965
1784,230813.252,454288.146,0.867,23.8,0.496,8.3,7.9,9.5,54.6,421.3,9017
1785,230769.838,454346.924,0.847,26.0,0.489,7.0,6.5,8.1,38.7,280.9,8989
1786,230816.426,454326.879,0.897,26.1,0.518,8.8,8.8,11.0,60.3,446.3,8987
1787,230778.423,454353.970,0.850,27.0,0.535,7.3,6.8,8.3,41.4,267.6,8988
1788,230807.760,454437.517,0.869,28.1,0.671,8.3,7.6,10.4,53.7,532.6,9224
1789,230762.398,454325.930,0.867,26.3,0.567,10.2,10.5,11.3,82.1,584.0,8942
1790,230835.974,454360.786,0.865,26.1,0.564,7.7,6.9,8.3,46.1,391.7,8969
1791,230794.439,454376.725,0.857,22.0,0.406,7.5,7.5,7.6,43.9,262.4,9061
1792,230789.489,454377.560,0.842,26.8,0.563,8.2,7.2,10.1,53.0,439.5,8997
1793,230824.242,454356.846,0.856,24.7,0.425,5.7,5.5,6.1,25.9,177.6,8977
1794,230833.214,454354.513,0.849,17.6,0.275,5.1,5.0,6.6,20.7,96.8,9065
1795,230788.832,454294.381,0.880,24.1,0.580,8.8,9.5,8.3,60.7,546.5,9010
1796,230768.546,454361.697,0.853,23.7,0.499,7.7,7.3,8.6,46.4,322.7,9011
1797,230821.802,454323.949,0.919,24.4,0.454,6.7,6.6,7.8,35.7,225.8,8993
1798,230752.535,454454.235,0.860,22.5,0.575,8.5,9.2,9.6,56.9,404.0,9237
1799,230820.294,454344.759,0.863,26.3,0.498,6.6,6.2,7.1,34.2,328.9,8951
1800,230823.848,454350.476,0.887,25.7,0.486,7.7,6.8,8.9,47.1,388.6,9002
1801,230769.360,454419.621,0.833,17.3,0.561,8.2,8.3,8.5,52.4,341.2,9204
1802,230802.081,454368.290,0.871,22.3,0.445,7.3,7.3,7.5,41.5,288.7,9014
1803,230764.395,454354.418,0.854,25.5,0.549,6.6,5.9,8.0,34.2,260.2,9000
1804,230838.915,454458.425,0.849,27.4,0.644,8.3,6.7,11.1,53.8,444.0,9196
1805,230822.138,454375.295,0.846,22.5,0.484,6.2,5.2,7.4,30.6,253.4,9023
1806,230758.720,454373.127,0.852,23.8,0.411,5.5,4.7,6.8,24.1,140.4,9018
1807,230807.088,454296.066,0.878,24.1,0.671,9.3,8.3,11.8,68.5,538.2,9009
1808,230773.628,454455.019,0.852,25.5,0.621,8.8,8.2,10.0,60.5,640.7,9249
1809,230776.875,454375.141,0.858,28.0,0.603,9.0,8.9,9.6,63.5,509.6,8956
1810,230773.729,454353.122,0.853,23.7,0.491,7.2,6.6,7.7,40.3,283.4,9005
